Country Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Korea, Rep.",1715.4224,1883.45598,1992.516778,2198.939291,2413.276501,2482.399956,2834.89034,3554.606009,4748.640644,5817.065567,6609.997283,7636.948064,8126.662062,8884.919464,10385.39046,12564.72437,13402.9946,12398.49045,8281.719483,10672.44756,12257.02066,11561.20717,13165.08362,14672.80575,16496.13162,19402.50263,21743.47745,24086.41044,21350.42798,19143.85161,23079.26013,25097.59543,25459.1689,27179.51701,29252.93124,28737.43917,29280.44032,31600.73587,33447.15628,31902.4169,31721.29891,35142.26427,32422.57449
Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2965.449915,2847.555339,3009.523425,3540.822786,3410.693255,3704.562803,3902.530841,3520.782075,3759.472855,4009.353811,4384.18868,4416.029253,4310.934002,5269.783901,5340.268798
Kuwait,19170.92408,15929.81956,13053.95319,12022.31823,11962.65173,11353.23157,9097.12587,10919.67551,9717.63051,11001.67992,11002.06562,8219.480182,12253.57944,14477.95107,15141.30339,16424.97541,18488.83961,17230.0551,14258.35582,16044.49379,19493.88805,17517.70615,18626.77492,22781.08282,27601.40006,36144.99495,42970.69645,45729.79934,55595.48431,37906.20519,39212.57941,49010.3105,51271.06776,47762.7967,43239.83518,29315.19851,27026.68766,29258.26633,32012.18752,30666.23713,24297.7108,32324.8409,41079.5227
Kyrgyz Republic,..,..,..,..,..,..,..,..,..,..,609.1728912,575.6439745,513.0359437,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.0492288,279.6195693,308.4096116,321.7270332,380.5064324,433.2349766,476.551886,543.1107024,721.7695225,966.3938386,871.2242269,880.0385218,1123.883144,1177.975261,1282.438248,1279.770784,1121.082696,1120.667058,1242.77022,1308.139785,1451.515638,1256.929226,1365.508304,1655.072698
Lao PDR,..,..,..,..,482.7373891,632.5272839,461.7105068,274.584925,146.9857673,170.2733689,200.6191481,231.6961552,247.2661115,283.3862983,321.0529113,357.9017031,371.471748,339.1901695,243.9864436,272.3624326,318.7709228,320.4190111,313.6184405,355.6514836,410.251319,467.3795927,581.0102436,699.0413761,887.6397349,936.7903214,1127.835236,1363.72529,1566.009745,1815.440238,1984.50867,2125.459057,2309.049076,2439.463355,2553.361866,2598.505523,2593.355097,2535.623434,2054.430781
Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2329.576733,2431.709,2683.241368,2973.534843,3151.577018,3361.640869,3578.0019,4136.933297,5145.195232,6378.666521,7594.902384,9723.446902,14113.52913,16467.14369,12331.92855,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17883.34941,18096.20271,20930.39824,21779.50426
Lebanon,..,..,..,..,..,..,..,..,958.4605773,770.953665,789.8503921,1279.180626,1560.198708,2079.646174,2468.819841,2959.560851,3393.503399,3834.856217,4127.320054,4091.994007,3994.861144,4021.177263,4307.100827,4458.10858,4625.304247,4630.009214,4665.962801,5162.032959,5957.696754,7149.791498,7695.245415,7914.109568,8500.180563,8255.209211,7665.379692,7802.751368,8172.299476,8679.897422,9225.845155,8925.42186,5599.957523,4136.146575,..
Lesotho,306.5646945,299.9569839,234.3065829,252.6899794,211.7654983,166.1597231,192.1073429,237.0705037,271.3196326,280.3529827,331.5237678,384.9805422,447.1491696,443.16723,459.6627444,518.0212392,483.9207512,505.9388033,467.5879619,457.7043425,443.9499497,412.9622962,388.3674764,580.9372838,761.1810388,850.7753155,910.6185634,848.0773719,885.6593032,866.4751272,1104.811547,1265.857945,1205.859985,1141.360923,1165.05065,1113.836835,994.2397641,1062.456192,1162.978854,1061.223356,917.3563813,1029.506189,969.9357602
Liberia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,301.8764697,303.8588056,302.8818868,242.4499372,287.2746919,290.5412149,323.8412258,377.9516288,456.1446999,452.7452289,497.0203654,573.5264222,644.4555767,717.6357533,713.7348824,699.6629469,722.1312268,706.892692,700.0370394,665.8784476,597.5296919,675.6631858,754.5328429
Libya,..,..,..,..,..,..,..,..,..,..,6821.874017,7368.032884,7623.931968,6745.925687,6164.341276,5396.375074,5785.113755,6262.489468,5471.086891,7112.671615,7424.353472,6465.622203,3789.20527,4738.828475,5823.637943,8108.052608,10060.36104,11158.11227,13921.89923,9560.803808,11611.3586,7784.133214,15765.41979,12589.52971,9408.752546,7867.515731,7945.00605,10529.11627,11838.29871,10542.42902,7034.658364,5908.951323,6716.095985
Liechtenstein,21385.40827,20186.52845,20323.74792,20112.20974,19024.26161,19752.60827,28696.11556,38227.03493,41574.49438,39495.84939,49418.01552,50883.16999,55142.72775,55747.20927,63984.2882,78618.48691,79905.9576,72344.65857,77033.21236,81683.4555,75210.13318,74658.45394,79797.54689,90317.73681,100710.6063,105751.4989,114652.2424,130908.3897,143540.5734,126261.3973,141466.8273,158603.609,149461.7856,173659.4118,179467.5162,167809.2699,165845.9952,170875.6821,175286.679,167259.1603,165287.1868,197504.5489,..
Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2167.792582,2327.434857,2830.278071,3166.666533,3113.17906,3293.229979,3525.793632,4141.592702,5499.428989,6700.327192,7854.765279,9230.707981,12285.44705,14944.99665,11820.77616,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.35959,19615.54915,20381.85578,23849.6157,25064.80891
Luxembourg,16531.1149,13837.12998,12590.9768,12374.03042,12126.9392,12481.96584,18149.86925,22443.43146,25219.35428,26618.06958,33465.47821,35747.3378,39570.86157,40066.72425,43933.23544,51032.34964,50444.35912,46641.64088,47445.38108,50872.44927,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112726.4397,116905.3704,133711.7944,125006.0218
"Macao SAR, China",..,..,4450.850509,4255.400822,4715.848864,4734.348835,5115.696532,6278.622836,7053.673354,8020.684101,9269.648637,10390.0486,13197.53253,14881.60634,16233.4071,17764.54713,17751.5365,17652.589,16232.52572,15387.5287,15684.77955,15622.70305,16393.74373,17828.95397,22381.92319,24886.58059,29637.76706,35782.86072,39745.7618,39754.97615,50676.38708,64528.36282,74111.60119,86853.47705,90873.60249,73220.63556,71919.05492,78896.27475,84779.45369,82998.6361,37474.73459,45104.89218,34584.85909
Madagascar,581.3281373,516.9081956,505.2246202,481.1514055,390.0081728,369.2611854,410.6360064,295.018266,284.6004297,275.2632012,330.8435257,265.7937076,294.293435,312.0789333,262.1461278,276.7368025,344.4649474,288.4493808,288.6359375,271.9429822,285.4664632,325.4603011,310.9297109,359.5343847,277.5078266,311.7931266,330.52267,427.8363292,522.830622,455.4073738,459.375408,516.9025393,504.1737377,526.6880196,517.1361831,455.6380346,464.6161584,503.4980587,512.5439915,512.2796656,462.4042288,503.3520812,516.592616
Malawi,287.3864256,276.2613531,253.1385105,252.2057382,239.5460113,215.9246467,217.7782196,207.5353497,229.382038,252.2323285,286.9165596,326.1716353,258.8956104,293.7822177,169.7491987,201.1014042,321.9596271,368.6773117,237.3743335,235.510232,225.9524567,217.2404733,431.696661,386.317242,407.58899,417.1022634,443.5236757,478.0280765,557.5190094,630.1091541,688.1391912,769.0525992,563.0615397,501.197173,534.1269771,544.2768727,454.4432661,500.1655472,537.9322041,584.3628673,622.1845913,633.6097332,645.1586921
Malaysia,1852.96365,1843.349369,1925.46784,2123.258597,2311.170377,2065.088335,1782.54225,2007.17292,2134.519145,2282.469971,2513.241395,2727.528585,3193.635381,3511.532629,3802.107621,4405.116764,4874.819725,4706.314913,3308.835653,3538.362993,4087.562593,3941.122666,4177.104942,4454.526764,4924.338111,5536.837483,6137.15054,7144.00024,8343.303382,7167.877194,8880.145805,10209.37194,10601.51046,10727.66902,11045.58012,9699.600463,9555.669593,9979.704473,11073.97897,11132.10274,10164.34443,11134.62295,11993.18761
Maldives,257.531377,263.9435643,274.5273699,322.4607433,593.8756649,668.0783366,719.3928469,691.40211,798.0418326,869.5835688,955.9336667,1052.753659,1191.271114,1311.467946,1411.631723,1545.223056,1707.021759,1889.026176,1972.623404,2118.721495,2209.988231,3028.05083,3069.039872,3539.801552,4060.534413,3789.232014,5010.163425,5746.644254,6743.130963,6719.330268,7158.061421,7409.331903,7447.415605,8222.558036,8872.128379,9480.431514,9708.141348,10194.74615,11034.7236,11349.85926,7216.816371,10076.31753,11780.81691
Mali,238.680482,204.3011031,173.2970042,165.0272848,153.5388423,170.036076,222.226156,246.7015367,251.7025991,248.6655541,299.8216158,298.5686885,304.0278705,296.4580151,214.3626455,272.7950322,274.4224087,260.3559664,274.9743971,315.171468,263.4983842,299.4121753,326.9666591,381.9485463,427.71732,473.9950468,506.9118387,579.2571409,676.1270011,680.6499586,688.3278659,810.182556,753.3921375,778.7970528,818.4303414,723.5042049,750.0518091,795.6828016,856.3565966,840.1757464,822.9061368,881.5100887,833.2972551
Malta,3948.403126,3898.243037,3788.050632,3527.04,3332.885357,3322.421283,4194.653939,5083.669139,5814.364771,6040.609862,7191.923603,7558.277383,8220.245518,7296.310144,8000.518005,9171.061035,9438.557327,9724.33797,10273.45181,10720.90588,10432.32806,10402.23333,11289.88974,13669.49722,15197.05661,15888.17246,16723.88427,19485.87115,22205.35677,21083.27705,21798.91429,23155.10353,22526.53702,24769.59623,26753.27338,24921.71418,25623.94163,28813.18534,31785.88483,31727.00707,29597.63616,34881.29127,34127.51056
Marshall Islands,..,933.8029441,1010.095751,1160.500347,1205.865855,1126.199887,1381.523429,1495.251887,1618.055715,1618.164844,1704.258692,1753.490744,1896.55316,2032.138771,2168.358748,2371.306852,2150.995382,2114.397036,2111.944173,2123.68206,2127.240705,2257.2547,2417.392102,2411.291359,2442.079544,2533.564606,2633.2866,2773.418705,2712.373644,2810.533092,3001.319829,3238.887316,3445.315403,3611.699642,3672.680934,3703.649059,4153.117176,4507.622862,4771.359204,5186.833842,5545.600267,6130.437137,6225.179222
Mauritania,695.5128948,712.4469572,693.7085992,707.7329957,633.5961964,578.2188421,659.9682085,726.4170147,742.4264855,742.003754,751.1934824,1032.614156,1007.809646,825.7936346,840.0502399,878.7506082,877.8297777,834.04376,796.8425282,757.8090665,660.3038611,632.2141418,629.7819017,711.3824822,801.7786831,974.6575859,1272.082434,1378.215104,1610.236979,1418.940843,1646.130428,1919.452271,1850.384968,1929.775639,1715.388838,1562.726836,1579.200717,1634.642158,1749.954236,1800.875187,1836.292411,1998.394003,2065.155516
Mauritius,1171.577307,1165.152944,1086.530028,1088.436401,1027.991517,1054.475996,1422.560988,1815.349008,2046.044192,2075.54266,2506.184877,2669.326336,2973.205449,2973.793608,3197.336898,3599.551682,3899.442362,3646.637899,3593.241569,3695.933735,3929.081782,3856.630788,4018.948897,4793.722474,5388.062453,5282.900111,5695.975255,6574.663576,8030.052281,7318.12641,8000.376432,9197.042991,9291.236276,9764.644131,10366.35508,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884,9068.980181,10256.23031
Mexico,3036.356114,3810.247971,2612.666524,2166.569489,2506.893747,2607.664465,1765.262783,1902.461534,2302.021954,2759.475919,3196.920061,3756.852597,4272.788726,6118.525863,6268.718323,4225.400448,4718.574086,5617.430244,5882.421434,6552.661075,7581.845641,8009.15834,8032.992121,7473.932375,7883.523191,8702.114481,9545.286725,10178.44224,10589.95187,8495.653081,9823.164076,10766.60994,10842.73309,11317.49106,11490.02169,10098.17318,9152.737223,9693.330091,10130.3207,10434.57837,8894.89065,10359.14986,11496.52287
"Micronesia, Fed. Sts.",..,..,..,1280.77159,..,..,1241.302256,1256.933599,1312.811227,1396.751932,1492.855187,1654.933434,1730.924358,1871.168537,1860.460843,2008.332427,1972.601887,1859.270424,1964.643736,1973.66392,2088.209544,2152.52528,2165.48682,2195.187156,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,3022.653627,3320.354976,3623.329337,3734.994927,3639.412699,3588.759933,3713.955362
Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,593.586593,575.1454551,657.2921346,578.7346276,399.4998186,440.538684,507.4040763,570.7998662,682.319096,897.1784947,1034.391977,1183.024814,1531.216186,2110.553054,1898.439757,2436.799351,2941.362241,3044.808432,3321.043978,3289.167846,2749.913038,2847.635069,3454.95469,4156.9575,4404.950422,4376.242493,5274.744847,5714.430488
Monaco,50900.26312,44171.99267,41461.44622,39040.9278,36516.6897,37590.42966,51943.18822,62341.74452,67133.23753,66829.03894,81813.01979,81158.90739,88882.54955,82983.95938,87042.27225,99431.73862,98927.67724,88844.94464,91110.97729,89742.50297,81763.82767,82410.4005,90151.5464,111309.8697,125435.8943,130818.9819,143289.0729,184639.7501,204097.114,168957.1079,161780.7454,179369.2682,165497.0978,185055.5176,195772.7243,170338.6804,174412.4945,173611.6879,193968.0901,199382.8386,182537.3874,235132.7842,240862.1824
Mongolia,..,1328.237815,1432.487502,1492.921975,1121.327362,1138.956796,1470.207231,1494.241213,1545.234053,1686.592152,1184.762914,1081.33412,589.141694,338.4565525,402.2650748,623.1574552,570.9379005,495.8218917,467.5139346,435.4184944,463.8538819,512.81947,559.827709,633.9465596,784.912072,986.0180408,1322.640675,1625.318474,2134.949832,1718.914022,2660.288175,3793.743655,4402.304523,4422.300876,4211.939436,3919.351213,3690.756778,3708.248221,4165.022821,4394.94715,4041.174146,4566.14013,5045.5047
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1627.065119,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.402596,7328.789431,6586.399703,7188.863616,7387.872969,6517.192675,7033.439624,7803.358245,8850.374925,8909.653876,7677.371321,9465.96153,10093.4387
Morocco,1097.664795,874.7869263,847.3258667,758.4675903,675.0164795,666.7158203,846.9058838,928.4981079,1076.092773,1081.965332,1219.424438,1282.57959,1317.329956,1217.429077,1348.539063,1455.950317,1585.722778,1416.900391,1658.471802,1627.135132,1492.377075,1500.363403,1590.487305,1936.09021,2177.798828,2237.576172,2433.212646,2751.423584,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534424,3139.228271,3132.952148,3288.502686,3492.672607,3498.582764,3258.269043,3767.524902,3441.991455
Mozambique,..,..,..,..,..,..,..,..,..,..,..,284.2568166,202.5563158,202.9501864,198.3593752,196.324434,250.6379459,294.9851828,328.0183292,362.5134664,333.7751383,310.0950625,318.3089925,343.1287471,403.0207131,438.7934727,458.615152,508.0448956,591.4398376,546.6007325,494.584022,615.2786598,681.4921286,681.0651142,690.4432181,603.8385138,435.760991,464.2947213,510.3799965,512.2157638,456.581929,504.0377871,558.2986064
Myanmar,31.02348536,32.5710221,42.63256291,39.0007734,36.06385773,40.0994376,42.12869799,40.866296,39.6490072,50.98703122,52.74855566,50.8801762,58.47915108,75.69151874,104.6896515,123.3477608,141.0198435,107.3929674,145.103666,188.4219481,195.5509957,140.7761639,145.8175339,223.0637759,223.229847,251.170357,301.5819139,416.6004322,653.8660002,752.9440359,1003.033455,1204.496472,1193.547649,1189.964765,1281.438718,1159.340201,1218.217034,1263.285263,1288.418087,1415.379676,1479.613689,1231.694666,1149.211218
Namibia,2481.562733,2278.633026,2107.079171,2223.825423,1837.353319,1470.978844,1603.782065,1973.579037,2065.562989,1968.166169,2037.910472,2117.005717,2346.276391,2153.341913,2352.661864,2478.25374,2417.577961,2453.866577,2231.114475,2175.449455,2156.090245,1916.255862,1773.431554,2571.982397,3407.850648,3692.752603,4027.961706,4394.517341,4222.326189,4322.629266,5445.420063,5873.059381,6017.178365,5463.031366,5544.104068,4965.672765,4614.892075,5453.570623,5687.381043,5126.176143,4252.04172,4919.188955,5031.11503
Nauru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4644.355494,6328.102672,9675.959685,8825.978581,9063.00223,7587.25441,8528.630151,9361.037397,10985.8744,10316.52782,10124.70062,11632.6925,11970.93828
Nepal,124.7347084,142.492984,146.5348694,146.1814659,150.5813858,149.363094,158.9337043,161.3675903,186.2644755,184.1322358,184.9236477,194.8000167,164.2928089,172.0966701,186.5942635,197.3096505,198.4544651,211.5619465,204.876507,208.4914738,223.7118919,240.7051592,238.8612541,246.4858378,279.7242003,309.3104201,341.02814,386.5295864,466.6933791,475.6359761,589.1654349,791.2255767,794.0925594,809.3844577,827.7447049,882.3076634,880.2248936,1027.965474,1161.53435,1185.682318,1139.189892,1229.394205,1336.546047
Netherlands,13791.86226,11520.44787,11072.65845,10680.35904,9977.160217,9926.129971,13783.85011,16709.55968,17744.50138,17397.69168,21290.86038,21732.23076,23904.03742,23122.41077,24646.31431,29258.13435,29006.80945,26700.53713,27885.80838,28272.64325,26214.49855,26896.54811,29343.245,35750.97466,40436.61823,41994.71353,44900.93814,51799.20855,57879.94376,52722.21306,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52162.57012,58727.87055,57025.01246
New Caledonia,8443.155667,6817.834944,6208.647013,5540.402779,5249.36495,5534.612454,7634.709334,9271.608109,12665.90595,13092.32549,14800.79125,15133.15697,16261.95519,15297.0459,16037.02929,18721.05763,18257.21506,16339.80717,17324.25057,17435.74546,16039.16917,15174.27846,16885.89439,21817.31512,25770.53105,26861.69854,29604.05255,36864.8576,37353.73743,35391.08803,37494.8952,40697.65286,37294.02285,38503.25406,39675.56648,32428.57223,32286.9105,33876.32909,36495.19594,34934.57943,34877.63563,37247.49312,35745.18505
New Zealand,7467.168038,7813.887543,7656.475732,7598.312039,6713.760131,7600.565242,9427.55394,12330.91683,13759.15563,13312.38559,13663.02162,12230.07345,11793.13924,13094.34545,15280.31278,17400.42018,18794.43604,17474.18703,14738.44557,15322.22383,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659,40058.19616,42910.97284,43236.88669,42796.43058,41760.59478,49996.42067,48418.59166
Nicaragua,..,..,..,..,..,..,..,..,641.9073701,245.3626165,238.7650098,344.0500793,404.9537718,388.0218518,835.2363152,876.8598596,895.2622309,896.6518715,931.7959134,961.5515216,996.897852,1025.10851,993.3841143,999.885954,1075.998562,1158.88129,1223.083148,1323.839065,1493.904853,1438.096616,1495.733754,1644.801481,1746.421254,1794.789188,1913.521348,2025.321432,2079.451027,2127.282818,1981.858367,1905.638328,1876.607378,2064.929246,2255.425995
Niger,406.3587875,340.9996972,307.354577,266.4703045,209.5318276,200.4254612,257.0199032,292.40876,289.6701214,268.5494053,419.6038954,380.5366379,380.1490696,332.0622156,204.1495871,234.6196048,237.0149628,218.2461447,243.5175496,225.953508,192.8777258,203.5264889,223.3523929,263.0912318,281.3253602,316.3656476,331.103768,384.7183455,472.1784274,458.4218902,471.612688,507.6024953,525.0472849,548.1578488,560.7544752,481.1113011,497.0361208,514.543398,568.5996597,549.8161278,564.8416623,590.6294948,585.4049292
Nigeria,880.0619837,2187.886436,1844.849844,1223.603921,903.4493516,882.2827027,638.7316957,598.2909687,549.5037556,474.4569001,567.5179022,609.3731283,519.6358475,551.8929192,762.3987332,1302.550052,1673.906146,1765.078768,1871.756057,494.1292273,563.0470862,583.0858388,733.5378887,786.8022148,992.7453991,1250.406913,1652.154002,1876.413033,2227.790349,1883.887783,2280.111289,2504.879101,2728.022788,2976.756832,3200.952799,2679.554223,2144.780344,1941.879479,2125.834491,2334.023643,2074.613747,2065.77441,2162.633734
North Macedonia,..,..,..,..,..,..,..,..,..,..,2299.044329,2424.907674,1207.542898,1343.315289,1795.553116,2372.543713,2327.730787,1959.560738,1875.816627,1915.392811,1861.898998,1823.022677,1989.135373,2440.47883,2795.897393,3072.679632,3362.970693,4079.390404,4841.25366,4584.712431,4577.689543,5098.094701,4728.313079,5241.053601,5495.73138,4861.55616,5149.586764,5450.497069,6108.73917,6070.388054,5965.450232,6778.562878,6591.471314
Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16640.31518,16603.46006,16829.3972,15371.2423,14986.37602,14877.08168,15641.65778,13933.67919,14772.49616,13880.4265,14247.7893,14806.00679,16044.43073,17665.10075,24054.91561,30751.64107,25862.75445,23687.27185,17302.92214,..,..
Norway,15772.24091,15512.5067,15224.89391,14927.51748,14989.48577,15753.55277,18883.23335,22505.86226,24207.28147,24281.13041,28242.9814,28596.933,30523.98506,27963.69791,29315.80923,34875.70433,37321.9742,36629.0309,34803.46341,36393.29275,38178.23688,38601.89764,43170.55717,50250.32982,57768.6981,67047.17046,74434.49968,85502.26771,97503.54078,80347.57007,88163.20859,101221.8135,102175.9193,103553.8401,97666.69518,74809.9658,70867.361,76131.8384,82792.84271,76430.58895,68340.0181,90655.39102,106177.1972
Oman,5879.099443,6748.752492,6636.838108,6585.06598,6927.983651,7393.576258,5074.084773,5094.191151,5165.729577,5468.528327,6475.41707,5984.360617,6272.469437,6029.876388,6054.743884,6352.823059,6913.146462,7052.69677,6139.732825,6742.824603,8321.393867,8191.512832,8380.038952,8896.90253,10030.44443,12357.70139,14533.72942,16151.27584,22974.27735,17937.97957,22552.19901,24166.09631,24722.63882,23563.9406,23121.20638,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227,16707.62301,19509.46646,25056.79486
Pakistan,293.3918898,333.4583921,349.8417623,315.0172659,331.3887658,320.67981,317.0297983,319.9153919,356.3352154,359.7292686,346.6685155,382.7514315,399.4655807,412.6753983,404.6068674,455.5079732,461.4002095,441.7549177,427.5063275,420.6826106,644.457157,610.1432316,599.7894108,673.382966,774.7853357,832.7511375,909.0324033,1012.182794,1087.514777,985.3493008,1011.59718,1161.044321,1236.892763,1259.668368,1303.18537,1421.835278,1468.822082,1567.640612,1620.742591,1437.165833,1322.314785,1506.108293,1588.879829
Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7416.480787,7913.450676,8220.487633,7744.627767,8297.895213,9603.797085,9805.92283,10270.45854,10380.26908,9960.84139,10029.28803,10795.56469,11835.38393,12418.82617,13580.00674,15761.36338,16743.37674,16011.66115,16152.38923,15738.46701,14349.31682,12921.82732,..
Panama,2357.750154,2607.18005,2814.181852,2822.853811,2879.238835,2977.388971,3025.347225,2972.128314,2514.153933,2467.535308,2626.14328,2827.558388,3148.447531,3368.202787,3518.953402,3524.881271,3561.290458,3775.571536,4012.054165,4121.56222,4099.00654,4084.258536,4163.521959,4304.10698,4629.029316,4953.12998,5385.564243,6205.821576,7197.110786,7618.438459,8124.558307,9403.439908,10767.29318,11932.28622,12837.24796,13669.55944,14382.23238,15185.97248,16156.07429,16472.83175,13293.3332,15491.2898,17357.62863
Papua New Guinea,819.9620894,788.3033453,732.1565361,775.6059539,756.4643928,702.9104109,751.6488052,873.2089676,993.62083,942.1804042,833.0536633,948.9851423,1058.341136,1159.13976,1236.110584,1004.249699,1077.188504,995.1972595,737.413721,653.4081341,639.2791999,540.6738896,509.0304919,580.5981672,624.0353213,748.7350734,1245.474176,1379.126993,1635.039566,1578.968628,1879.240559,2303.826611,2653.09279,2578.498647,2742.25005,2502.073445,2332.675888,2495.140773,2584.327802,2593.775554,2446.084687,2624.60411,3115.922923
Paraguay,1444.694522,1778.053821,1666.650808,1696.913066,1309.658013,928.4262743,1024.193149,1062.046435,1106.971847,1204.096538,1431.8392,1675.713643,1673.448372,1652.804321,1750.935478,1968.352487,2077.484829,2068.208378,1880.893165,1758.260193,1728.340743,1630.190846,1361.249281,1436.764904,1776.932258,1960.514766,2426.417098,3194.262982,4360.429109,3920.186071,4725.726341,5776.281848,5617.104918,6410.814703,6629.416993,5861.401895,5759.042198,6136.058301,6242.961454,5807.838794,5353.348065,5959.441794,6153.055657
Peru,..,..,827.410231,750.2317158,1054.636203,761.8719465,1077.642752,1767.347081,730.2097626,1040.475164,1194.548315,1520.677362,1560.546504,1481.340989,1871.392109,2180.566639,2218.321747,2292.396517,2149.701063,1911.735017,1941.31826,1925.97942,2003.971081,2126.137824,2393.665897,2702.237701,3123.320159,3572.363589,4184.885982,4164.970483,5047.204643,5826.832307,6475.720443,6697.187747,6614.83082,6180.119268,6163.860425,6676.308793,6912.103988,6955.880824,6063.626923,6635.464148,7125.829931
Philippines,761.0166543,815.2160842,828.5676462,723.0832567,667.6672523,637.8359734,605.7263486,658.2142903,734.4302796,806.8504494,820.4871803,821.4522444,936.148564,938.7622808,1081.434307,1222.292515,1334.105656,1294.111972,1000.00669,1123.163571,1073.264436,991.1479821,1037.174788,1049.386495,1122.855522,1245.286584,1452.221405,1741.603511,1990.356129,1893.281641,2201.776828,2431.199961,2671.777522,2847.567943,2935.928598,2974.296917,3038.152037,3077.434419,3194.672701,3413.849044,3224.422811,3460.539382,3498.509806
Poland,..,..,..,..,..,..,..,..,..,..,1731.209509,2235.541089,2459.020685,2497.130559,2874.831636,3686.845146,4147.465501,4123.145677,4518.108226,4398.072174,4501.479961,4991.244358,5207.129304,5701.638863,6681.309751,8021.54789,9035.532758,11254.31409,13995.78116,11525.90074,12504.25019,13776.38836,13010.75559,13558.34113,14181.94868,12560.05142,12378.81176,13815.49995,15504.50894,15700.01358,15816.8204,18050.27944,18688.00449
Portugal,3368.366669,3245.975214,3079.949566,2735.491066,2522.747476,2705.193002,3861.948433,4803.866095,5623.697,6056.381028,7884.617988,8958.985333,10810.56651,9534.656364,9977.319909,11781.36185,12185.0914,11575.50711,12199.20639,12475.29177,11526.37207,11734.76497,12936.69282,15797.78213,18064.15809,18780.12751,19839.45405,22811.05648,24949.04136,23151.21541,22520.64231,23217.2955,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22242.40642,24661.16649,24515.26585
Puerto Rico,4502.838428,4920.722937,5115.008514,5217.722729,5730.117009,6008.054486,6455.184461,6980.490143,7595.444656,8033.089441,8652.507492,9064.018517,9659.3389,10212.27676,10876.41882,11579.185,12173.16369,12817.64496,14304.40499,15220.99134,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.75275,31615.06679,32916.8668,31427.42911,32601.56564,35208.63719
Qatar,28218.29253,29371.46691,24301.05184,19571.8082,19252.17256,16818.35103,13216.45799,13705.4656,14650.74424,15197.8751,16664.83143,15079.35946,16223.78008,14724.25918,14728.78202,15797.69104,17116.83256,20519.40935,17651.54558,20207.22559,27494.77133,25836.27079,27151.0325,31440.22071,40792.27647,52468.44565,59978.86121,64706.9899,79811.59774,60733.9817,73021.30975,92992.99713,98041.36224,97630.82552,93126.14946,66984.9102,58467.23557,59407.69805,66264.08117,62827.39695,52315.66008,66858.74172,87661.45015
Romania,..,..,..,..,..,..,..,1658.758739,1753.192856,1789.644555,1648.48523,1254.312442,1102.103785,1158.056328,1323.032378,1650.049224,1633.010644,1577.33656,1852.554969,1599.906228,1659.929049,1825.192994,2119.855097,2679.40626,3494.990564,4618.003508,5757.531273,8360.337759,10435.21798,8548.04859,8397.809173,9560.159425,8930.729912,9497.206476,10031.34215,8976.954489,9404.381259,10727.97086,12494.42358,12957.99911,13047.45666,14946.62497,15786.80174
