Country Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Croatia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4930.335309,5298.88508,5330.328893,5711.485704,5267.512207,4952.377753,5364.010241,6219.473213,8192.322633,9723.381024,10446.36149,11505.39984,13762.45626,15898.7999,14421.17148,13693.50003,14655.87439,13439.66456,13979.18556,14001.16034,12098.51203,12579.9227,13592.25452,15040.03692,15120.9029,14269.90885,17809.03239,18570.404
Cuba,2030.041049,2046.010188,2114.620716,2223.920891,2388.285775,2258.389142,2366.921203,2441.575942,2633.847388,2567.017064,2695.614865,2269.645578,2048.068839,2063.222123,2613.005039,2784.902605,2281.97555,2306.38394,2332.508217,2562.274105,2752.203783,2844.244437,3007.193074,3205.688398,3403.296163,3791.873006,4336.87333,4814.854876,4992.824494,5094.437562,5275.532601,6106.006792,6467.337914,6814.243844,7117.535735,7683.740254,8055.925868,8543.330067,8831.910409,9139.38051,9499.572504,48436.37897,56495.85349
Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19426.3264,19809.82232,19721.29218,19623.03007,19361.81296,18944.09628,18938.2441,19119.12449,19220.68658,16356.09333,17979.99829,20501.75228
Cyprus,4232.022949,4033.240479,4122.784668,4091.048584,4258.743652,4488.287109,5642.631348,6690.578125,7645.629883,8038.914063,9641.575195,9696.099609,11310.07227,10526.1416,11617.69238,15261.41016,15139.22656,14234.24414,15092.82617,15287.91895,14388.34766,14821.44727,16093.21484,20252.23828,23792.62109,24959.25977,26729.32422,31244.92578,35397.36328,32109.24219,31023.26758,32395.75391,28910.74609,27727.53516,27162.32227,23408.44141,24605.34961,26608.69531,29335.04688,29420,28281.42578,32745.84375,32048.24023
Czechia,..,..,..,..,..,..,..,..,..,..,3941.503094,2896.609131,3372.86543,3956.17835,4630.551217,5824.121291,6532.837055,6034.488437,6489.703619,6337.41912,6029.038193,6637.041657,8060.868703,9818.568493,11749.85266,13430.6699,15261.79759,18466.54793,22804.57768,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23424.48046,23664.84786,22992.87938,26822.51419,27223.04519
Denmark,13883.88714,12081.80105,11804.43289,11857.89214,11562.91908,12253.10021,17201.08881,21340.72786,22527.04673,21901.05475,26891.44645,27011.37746,29569.66036,27597.97523,29995.57962,35351.36546,35650.71409,32835.93994,33368.14242,33440.79481,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59592.98069,60836.59241,69268.6518,67790.05399
Djibouti,..,..,..,..,..,850.9654836,..,825.5468795,820.5767723,785.2944654,783.6958542,735.7303869,767.1062359,762.4751841,788.6244733,790.5161067,766.315697,752.7494467,740.0389531,745.2067822,742.8656972,747.7791229,749.0816325,771.3742316,813.8979436,852.8901883,907.8179438,980.0310324,1131.635726,1164.251683,1227.820853,1322.726251,1418.460858,2102.197948,2239.114538,2409.311902,2545.738799,2655.73322,2755.838293,2876.043664,2921.738706,3062.551482,3136.112768
Dominica,997.6246723,1125.80748,1232.720743,1365.249159,1517.419244,1668.974984,1897.942267,2144.796555,2430.589145,2645.762672,2899.060601,3178.475332,3386.665981,3549.652676,3820.545017,3967.026809,4225.850637,4385.994541,4676.827165,4829.241889,4879.149773,4991.764173,4881.138793,5016.088237,5354.799195,5304.126097,5677.051175,6126.849496,6661.465047,7109.978253,7182.400203,7288.497948,7054.875977,7240.679119,7502.12091,7724.042411,8223.04145,7408.091301,7833.195013,8561.587011,7003.469891,7668.158132,8351.193213
Dominican Republic,1174.693353,1284.789552,1374.468639,1499.964293,1845.560023,786.0297222,934.0593513,870.6550929,786.3823823,957.9600927,992.2389642,1349.813234,1562.522047,1726.625479,1896.020163,2114.0906,2276.69841,2456.105936,2616.745452,2631.743565,2845.846553,2953.247844,3085.517811,2399.498091,2468.43679,3903.815207,4080.045739,4676.079051,5053.330285,5002.15317,5509.568034,5859.381524,6049.471587,6171.295127,6533.670911,6838.936746,7191.069703,7513.497982,7947.159331,8173.344699,7167.914974,8476.749639,10111.24571
Ecuador,2197.867369,2611.253278,2324.829121,1950.059651,1874.381963,1853.091863,1613.696898,1433.332092,1309.143369,1360.486975,1458.326346,1589.752174,1657.85872,1701.159459,2001.178159,2113.263652,2142.328641,2349.218685,2293.655828,1582.758607,1451.530885,1904.81367,2184.209244,2438.343684,2703.565671,3014.310009,3340.840903,3579.032244,4260.433184,4240.702593,4640.246344,5202.656459,5678.455721,6050.354611,6374.631486,6130.586676,6079.088736,6246.404252,6321.349401,6233.258167,5645.19929,5965.132871,6391.282484
"Egypt, Arab Rep.",495.3285356,493.0131759,600.0430521,653.9354412,697.8979337,780.5105282,802.2179694,765.6057309,644.2196325,712.914876,751.1874902,637.8975973,697.7260405,758.8296192,826.7189671,937.5431501,1031.488078,1170.804798,1239.353562,1297.57469,1398.859831,1327.096518,1144.532398,1056.937209,1016.253884,1133.105461,1332.33941,1586.472921,1941.899973,2212.218148,2509.772034,2645.622535,3059.135428,3088.890834,3196.861381,3370.382447,3331.612461,2439.967284,2531.200079,3017.258336,3571.556907,3886.722498,4295.407496
El Salvador,792.6294613,755.5659457,738.9695741,747.6731461,765.6871005,779.2819285,758.7656524,781.1110278,810.3526973,829.5125146,897.5929821,961.778992,1047.043157,1186.340725,1348.907912,1552.130208,1653.630549,1749.501835,1858.371394,1904.874902,1977.840614,2051.158774,2106.739469,2197.482001,2273.955503,2434.323531,2651.430888,2814.589889,2964.17214,2889.685887,3017.307395,3304.974183,3471.051269,3555.1621,3638.517658,3761.51368,3870.312982,3986.049014,4145.862351,4280.288404,3961.726633,4664.311223,5127.321668
Equatorial Guinea,179.2611236,123.6956486,140.2879187,131.9769824,140.5631766,164.1702366,192.328245,225.0550536,232.9418098,196.8377299,240.832676,229.5516195,268.6974828,261.5119028,186.6824,252.9752842,399.0281438,730.4487849,588.6416081,948.2295985,1527.056378,2031.419386,2395.845119,3146.518575,5337.614389,9502.858816,11140.19017,13776.90333,19849.71777,14398.77049,14905.51458,18659.41602,18756.42503,17644.5943,16804.92493,9788.983804,8035.307666,8410.39798,8719.18687,7317.390024,6198.942524,7406.084975,7182.265382
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,248.3413094,236.1301243,260.3125149,267.9446811,306.3222582,299.5731251,320.9652833,292.3510431,295.196924,305.6027588,286.2977154,327.9760208,401.3745252,387.8985404,420.5287398,450.4097137,459.1784027,602.0632238,504.9724602,643.7900423,..,..,..,..,..,..,..,..,..,..,..
Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3134.389753,3380.926302,3682.952301,4093.392477,4140.936602,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23165.84948,23424.48471,23595.24368,27943.70122,28247.09599
Eswatini,905.4618263,926.2667351,847.3124436,847.1882682,730.0770983,512.6415424,615.1343127,769.9353635,871.0937029,843.779714,1305.24553,1299.449393,1388.681941,1423.449712,1488.140079,1781.708861,1646.223536,1732.769916,1568.816899,1519.966708,1686.657532,1481.163082,1362.970568,2075.561667,2599.15215,2964.972487,3053.932571,3200.512571,3022.456177,3270.137761,4035.534481,4360.959967,4396.57912,4111.128382,3928.522755,3583.31129,3339.990401,3824.046783,4021.445556,3818.540484,3372.90461,4068.573816,3986.886637
Ethiopia,..,204.4985927,207.1210765,224.0839262,206.5230999,235.3385474,237.5715224,245.6676284,245.0810842,248.4326848,254.2952546,269.6147631,201.7435026,164.1650535,124.5581496,133.3411006,144.0316487,140.2702224,123.8302164,118.3331279,122.9616597,119.2618573,110.4608747,117.8601647,134.5424863,160.0767918,191.7512925,240.347972,320.8610897,373.8939587,335.4384953,348.0013483,458.5509208,490.7924784,557.5341484,630.3126194,705.6175085,755.7526443,758.2976945,840.4496013,918.6525941,925.0006976,1027.585911
Faroe Islands,11451.06843,10461.21384,10054.51262,10893.57558,9438.548016,10078.05334,14972.81713,19074.13607,20626.01327,18360.39904,20236.42893,19424.337,19838.5048,16874.16156,17192.88434,20577.66716,22419.16069,20985.79803,24623.74312,24947.12358,23370.77378,25089.59265,27238.02553,31691.88008,35940.96086,36440.3222,41762.68985,48365.73506,51431.9731,47410.95563,48167.66751,51786.48099,50157.05879,55560.13303,60126.12564,52726.68738,56833.91654,59328.23766,62576.80164,63203.74478,62234.96868,69108.20658,66979.27732
Fiji,1865.734408,1870.376414,1763.83774,1619.227977,1657.845953,1568.7012,1737.364089,1560.654875,1452.18876,1530.547617,1713.180631,1763.285964,1947.503986,2073.118846,2308.706584,2486.98193,2672.43577,2597.929256,2031.025013,2351.722429,2015.857496,1964.130204,2157.076596,2680.270749,3124.607389,3406.475592,3483.597185,3793.097385,3928.921739,3184.689123,3469.149643,4160.721193,4359.7924,4586.955211,5305.064432,5105.189612,5368.433492,5825.199665,6073.394579,5927.724208,4815.689148,4656.051341,5356.164396
Finland,11223.93756,10926.81797,10938.12206,10497.48,10833.86629,11398.10595,14951.04679,18571.05993,22047.79332,23973.23948,28364.64508,25484.73929,22319.05946,17608.81239,20301.33309,26271.59981,25783.45049,24691.87281,26009.26949,26186.19001,24345.91482,24967.79252,26997.75299,32927.68029,37772.17811,39054.85044,41222.602,48476.39273,53772.79424,47481.48454,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,49987.62616,48629.85823,49169.71934,53559.97768,50916.28047
France,12738.52005,11116.86106,10501.60913,9998.975219,9430.069648,9778.085305,13566.66077,16340.72597,17727.51083,17747.5816,21865.55525,21675.70609,23814.22737,22380.3319,23496.36768,26889.42506,26870.28524,24226.88469,24971.57449,24678.39106,22416.42542,22449.33969,24288.27002,29627.92426,33797.16244,34768.1759,36470.21284,41557.62356,45515.96175,41737.76355,40676.06479,43846.46608,40870.85236,42602.71797,43068.54872,36652.92231,37062.53357,38781.04949,41557.85486,40494.89829,39179.74426,43671.30841,40886.25327
French Polynesia,8071.446626,7310.844048,7088.887755,7172.510925,7237.479634,7720.954633,11509.23172,13603.73655,13500.03154,13223.94472,15728.7188,15828.14545,16909.97566,15844.37518,16145.86919,18090.58808,17713.72313,15741.80916,16070.29995,15847.9303,14346.18626,14012.24297,15302.35185,18724.49152,20829.06571,21047.193,21382.23571,23837.81753,25437.66858,23326.08756,21447.85826,21747.98884,19864.5357,20941.51734,21223.07549,18252.5142,18726.63947,19743.95902,20614.89437,20093.20858,19185.69777,20230.24105,18984.8511
Gabon,5713.207359,5023.083663,4582.163847,4181.092459,4273.312832,3899.573788,3866.276881,3626.230965,4121.065808,4376.761185,6055.060247,5349.452012,5390.536787,4109.898799,3832.093262,4419.790339,4948.752872,4514.994088,3705.818089,3758.161936,3991.157151,3844.561349,3976.646796,4724.254798,5483.144575,6570.963265,6873.453983,8036.919956,9732.226533,7325.909513,8399.597348,10273.79844,9348.514876,9250.081115,9255.368035,7090.454634,6722.198223,6975.695192,7694.906051,7523.862281,6680.082665,8635.797144,8820.347337
"Gambia, The",335.4965033,294.4994568,281.2162259,268.2987833,215.0112877,263.7119565,208.831455,238.7954769,277.5415725,284.1964941,304.707688,637.0910431,633.6805117,646.2682168,619.0439462,632.7711637,663.168901,610.1990297,619.5930395,583.4046656,544.6209611,464.6396362,379.8624179,310.9570684,596.6292865,618.9598135,615.9739283,725.0922849,857.8582399,772.1249338,796.6318292,705.4774953,686.5575577,647.3855346,561.6496346,611.6712191,640.6762653,632.0010242,683.3246328,722.8753563,704.0304628,772.1514505,808.2782815
Georgia,..,..,..,..,..,..,..,..,..,..,1561.849229,1323.435141,765.3637017,550.0400079,519.8575812,578.3446099,689.0594414,807.0322858,851.5155425,673.5377829,749.908535,801.9838371,853.5261719,1010.031516,1305.047486,1642.783594,1996.020133,2635.366503,3324.753721,2822.689397,3233.219752,4021.75523,4421.930712,4623.884714,4739.276913,4014.111651,4062.126978,4356.928016,4722.042423,4696.150586,4255.742993,5023.274384,6674.95696
Germany,12138.3081,10209.07312,9913.737642,9864.34494,9313.169412,9429.569217,13461.831,16677.51079,17931.28232,17764.37645,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26734.94254,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47939.27829,46805.13843,46749.47623,51426.75037,48717.99114
Ghana,374.6427352,345.7345198,320.6994116,312.4795285,330.6939586,329.95096,410.5216132,354.6156384,354.2720462,348.9039649,381.2464191,416.7764291,395.0426355,358.6310116,319.6074403,370.688085,388.5332803,377.240426,399.7962011,402.4714032,253.3802932,263.1701414,297.0469704,357.8479826,405.4249018,477.6010928,904.1695278,1047.199428,1178.955877,1044.004989,1258.964197,1501.059171,1536.619635,2282.407501,1942.921869,1711.271317,1900.397674,1998.722666,2180.029684,2167.92544,2176.576218,2422.085913,2203.558935
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,5893.661893,5380.26762,5579.234615,5019.878771,4852.565667,4813.711205,5656.505332,6564.884427,7598.028005,7846.678122,9600.185235,10188.36978,11176.45842,10401.98301,11091.28385,12959.32429,13749.11511,13427.83251,13472.13761,13249.66332,12072.92936,12549.03689,14177.57216,18518.37884,21995.47794,22560.14729,24821.93675,28863.97329,32127.98319,29828.75602,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19143.88762,17617.29151,20310.68248,20867.26909
Greenland,9483.102406,8544.09791,7813.651282,7988.177947,7198.707808,7760.834264,11271.33257,14554.35137,16397.95019,16813.74145,18326.9295,18315.31656,18768.82753,16797.35782,18124.09981,21665.82952,21422.46099,19145.61489,20496.57878,20170.32276,19004.00384,19275.43397,20652.8417,27459.87533,32023.68205,32489.72773,35458.2543,39780.94414,44366.78587,44918.84138,43988.52803,47186.876,45936.95628,47535.48838,50485.22441,44536.35497,48181.74535,50765.74947,54545.13586,53309.20359,54693.07668,57116.29577,..
Grenada,1169.367311,1214.550407,1299.392856,1342.50947,1460.913798,1667.678722,1859.291751,2137.293309,2366.486015,2694.183285,2807.745444,3014.874886,3069.679775,3032.231462,3151.102165,3288.223318,3499.527349,3715.72059,4198.715561,4512.224618,4840.684064,4821.784995,4992.441407,5435.151806,5470.603315,6308.665042,6295.281172,6790.63408,7343.44527,6810.440318,6760.974884,6775.749278,6900.765076,7205.254765,7726.378262,8379.621847,8849.513535,9309.261296,9574.310271,9887.920742,8437.536782,9010.5128,9689.0827
Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20878.05958,21844.11054,23590.88803,25621.84516,25735.5397,26686.81682,28277.43208,29335.27768,30011.21858,30087.71559,31642.14626,32318.8909,33483.94144,34522.37793,35052.80791,35663.02504,35902.7259,37752.63308,34780.86166,35904.86355,..
Guatemala,1143.440402,1217.26402,1200.249234,1212.716559,1234.702641,1233.080944,892.2929065,850.2185121,915.3980653,955.1134609,845.3148767,1011.75899,1093.956561,1164.38167,1293.469973,1424.682543,1487.607658,1649.001602,1755.849582,1619.510736,1664.307748,1550.361747,1682.994501,1737.879287,1859.099299,2068.488206,2251.078784,2490.747828,2802.451582,2651.831744,2852.557593,3228.038278,3355.034777,3522.767429,3779.626205,3994.629085,4173.281349,4454.024509,4485.752135,4647.807541,4609.897258,5029.477555,5473.208564
Guinea,..,..,..,..,..,..,351.7991601,350.733088,398.9001186,396.3434656,419.6868059,455.7405432,480.7562464,465.3777109,465.855218,494.5820719,503.5676763,482.4421848,448.9653323,423.4038008,359.28667,335.0142929,343.9345943,392.8798442,405.6960598,321.3386333,452.2761597,657.9934738,712.0994161,670.2612536,667.2816019,644.5025487,707.9676782,757.6922726,774.5690396,756.4255898,720.4732552,843.4642792,944.4172687,1043.899886,1073.659339,1189.175999,1515.167948
Guinea-Bissau,133.0834491,183.1240758,192.7764398,187.5041992,156.2596909,159.824654,142.4591233,187.2413443,174.3840611,222.4319992,250.5898464,258.7400731,221.2460248,224.1574222,216.2411595,227.3200154,237.0847195,231.0229499,174.3624778,186.0352265,301.495571,312.2535665,324.9699,362.9061593,394.995798,425.4718887,418.902079,480.4386022,583.2683059,543.5624692,542.2841012,683.534476,598.5726262,616.1599287,605.1225465,585.9570126,642.6663901,718.2457378,781.6443676,730.6114323,710.258133,795.118605,775.8289657
Guyana,775.1459824,731.5215448,618.2348497,628.6625589,563.953167,586.9100459,656.6634824,464.3041261,545.5863801,504.4240975,530.8175214,468.3980223,501.4418045,607.7463433,721.6033895,826.9733705,936.0843257,991.9585514,948.2404227,916.5463808,938.893298,937.2979922,955.0302105,976.9932633,1036.019877,1085.784887,3138.082209,3609.908509,4011.386904,4213.816229,4589.872498,4960.004726,5461.390085,5576.250215,5495.377084,5668.429765,5905.380196,6220.978568,6094.909837,6477.296726,6863.074346,9994.645704,18199.47484
Haiti,245.06453,256.8314938,250.8130754,270.7020096,296.7680033,321.7336406,363.6023107,314.549819,393.3698914,403.3282524,447.0962904,491.5844627,313.2387991,255.6859732,289.5461857,368.8470858,374.1693257,421.8416418,461.9714389,506.0002218,814.9979197,743.9112731,716.482616,575.5568301,679.2800543,771.5350027,824.3580519,979.5996409,1089.576355,1191.802935,1204.862055,1306.845319,1356.172777,1452.313548,1454.649175,1405.714786,1313.186095,1389.358623,1489.578406,1345.475055,1283.141228,1823.742224,1748.257132
Honduras,1050.336302,1038.031037,1062.469765,1081.90693,1153.309541,1202.93756,1257.389759,1332.517655,1235.365479,1105.556187,974.2294838,894.5102094,924.9596767,896.2836897,821.2161476,919.9379933,872.5818384,933.7557079,1009.162705,990.297834,1079.605666,1118.940894,1119.424273,1142.81135,1201.247505,1289.823114,1409.579748,1559.886044,1713.418164,1762.34916,1874.271704,2053.959695,2107.345428,2064.550536,2164.42455,2257.225284,2295.53627,2403.306088,2457.686042,2519.366185,2354.121434,2771.722654,3040.173046
"Hong Kong SAR, China",5700.432109,5991.284888,6133.7669,5595.260553,6208.226159,6542.973528,7434.999255,9071.390765,10609.74564,12097.74879,13485.63145,15465.92453,17976.46886,20395.56219,22502.53024,23497.39208,24818.30216,27330.09336,25808.86099,25091.6666,25756.77287,25230.37809,24665.83623,23977.17341,24928.10037,26649.63772,28224.09516,30593.95117,31515.52921,30697.53839,32550.13649,35142.48793,36730.7962,38403.77771,40315.37395,42432.16197,43734.19807,46160.42979,48537.56689,48359.0012,46109.22999,49764.79312,48983.62172
Hungary,..,..,..,..,..,..,..,..,..,..,..,3350.258323,3735.10582,3873.987723,4173.373024,4494.707624,4525.039103,4596.182622,4744.212264,4793.478522,4624.281657,5276.033189,6655.333009,8419.430871,10301.70339,11223.3993,11489.56087,13940.90928,15772.33008,13077.30547,13217.5046,14234.47158,12984.83657,13715.07036,14294.25842,12717.0386,13104.69955,14621.2396,16425.20503,16786.21364,16125.60941,18753.04695,18390.185
Iceland,14821.81509,15137.25384,13711.73627,11671.80923,11959.54001,12361.18704,16406.04795,22453.18823,24451.97332,22434.34677,25384.91502,26802.98952,27124.27454,23579.79536,24018.6314,26633.59138,27614.87703,27919.1855,31030.0536,32381.62524,32096.37226,28897.44394,32409.21615,39476.69785,47334.93065,56794.85016,57492.93425,69495.72674,56943.37045,41301.27322,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74452.18907,68452.23622,58848.41812,68710.2442,73466.77867
India,267.3905787,271.4261492,275.2660859,292.6446472,278.0954152,297.9992487,312.0598439,342.0719237,355.7384098,347.46203,368.7497594,303.850438,317.5587387,301.5007912,346.2273931,373.6282357,399.5773122,414.8986797,412.5093541,440.9614546,442.0347789,449.9111249,468.8444283,543.8437989,624.1050944,710.5093448,802.013742,1022.732467,993.5034053,1096.636136,1350.63447,1449.603301,1434.017987,1438.057005,1559.863779,1590.174331,1714.279537,1957.969813,1974.377731,2050.1638,1913.219733,2238.127142,2410.888021
Indonesia,489.1601965,563.7833645,580.8105955,510.4349865,522.7171469,514.4376435,472.7226387,440.3723781,479.8107166,527.8114772,582.6789677,629.1606798,678.977737,824.079149,907.4717857,1020.146681,1129.09271,1054.347358,459.1918631,663.5232299,770.8653516,739.0039465,888.9013897,1052.413199,1136.755211,1249.397694,1572.79794,1840.329927,2144.389544,2239.095265,3094.443079,3613.800888,3668.212083,3602.885517,3476.624854,3322.581679,3558.818852,3839.785075,3902.661676,4151.227554,3895.618152,4334.215983,4787.999308
"Iran, Islamic Rep.",2449.653401,2482.920485,2963.49806,3551.494647,3556.485029,3812.10637,4274.80524,2651.484868,2361.417198,2246.19174,2237.052261,..,..,1066.741938,1197.642146,1585.977937,1954.660752,1823.274514,1737.700033,1765.783643,1672.022876,1902.947639,1910.477134,2259.51632,2751.793042,3226.613971,3736.177793,4838.003556,5623.911681,5602.556282,6458.573956,8201.581678,8329.002067,6280.681867,5757.543333,4990.936795,5497.243233,5758.590728,3850.751253,3276.753265,2746.419483,4084.200305,4669.57138
Iraq,3850.258497,2688.725452,2929.448776,2731.724481,3052.499799,3073.860856,2926.91784,3420.54034,3690.071194,3774.206439,10216.56881,22.85037052,30.11431551,53.480235,197.1224266,615.5003718,482.1636186,929.8764466,894.3290943,1548.298284,1963.722839,1422.831339,1254.162045,809.845684,1314.762559,1740.66833,2253.547113,3099.59197,4504.508094,3686.402133,4430.426242,5736.898959,6437.503076,6612.902252,6215.986033,4416.942924,4305.202702,4725.193573,5601.467061,5621.181695,4251.337253,4770.835343,5937.195466
Ireland,6372.437775,5986.154109,6160.638293,5915.241772,5692.027386,6011.735546,8112.171363,9581.913086,10715.87028,11175.8166,14031.30257,14087.20744,15714.38475,14657.06155,15902.92968,19158.45648,20835.89771,22551.11391,24294.85477,26338.10775,26334.56721,28282.40988,32705.43456,41203.52958,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09062,48663.60044,52219.70573,48943.82065,51496.96169,55752.76498,62179.26427,62784.06569,70150.73702,79446.93911,80848.3019,85973.08849,102001.7982,103983.2913
Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12802.12268,14212.16519,16223.65015,18753.04013,20991.6231,20693.83817,21716.94604,25230.07556,29877.95876,35872.72612,38184.33783,42662.60285,55072.17799,72304.9475,66175.22758,70625.16854,77838.39693,79326.383,83204.74717,91881.12836,84753.45673,82041.62105,83510.30375,89425.89139,87152.45302,79530.60548,..,..
Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18916.67362,20116.98187,20366.58291,20106.63075,19742.52039,21630.74761,20909.43036,19035.10241,19627.17549,20557.07863,21223.93559,22494.64209,25633.64322,30173.36159,28317.04084,31266.60532,34354.71612,33156.22832,36941.84236,38259.6811,36206.52222,37690.47395,41114.78171,42406.84543,44452.23256,44846.7916,52129.51596,54930.93881
Italy,8456.918974,7622.833328,7556.523437,7832.575387,7739.715284,7990.686566,11315.01518,14234.72864,15744.66126,16386.66221,20825.78422,21956.52977,23243.47453,18738.7639,19337.6309,20664.55227,23081.60468,21829.34582,22318.1373,22005.05454,20137.59122,20500.9544,22376.2979,27526.32246,31317.20079,32055.09208,33529.7266,37870.74751,40944.91242,37226.75719,36035.645,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,34622.16967,33673.75096,31922.91916,36449.25834,34776.42323
Jamaica,1254.657765,1374.942119,1497.311933,1620.96536,1048.350246,916.3226567,1189.422719,1406.961736,1625.757895,1855.988377,1919.795357,1702.501692,1452.188387,2212.256411,2194.911221,2621.18197,2919.147789,3287.746755,3410.42776,3423.008614,3447.303896,3502.213118,3683.893338,3557.200591,3819.284231,4200.388954,4435.571444,4738.449778,5056.258036,4452.120799,4835.791087,5259.931753,5365.242172,5143.722183,4991.561532,5077.550984,5022.700192,5273.149027,5594.493573,5626.170473,4897.26475,5183.581018,6047.216457
Japan,9668.746264,10583.12789,9779.974906,10652.01472,11207.45235,11809.46035,17451.83494,21141.7184,25499.88117,25265.94876,25801.39504,29428.4289,31992.79021,36345.24413,39933.51506,44197.6191,39150.03963,35638.23196,32423.75561,36610.16832,39169.35957,34406.18246,32820.79364,35387.03742,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39751.1331,40415.95676,39986.92863,39827.12677,33823.57073
Jordan,1763.741794,1900.563675,1945.370764,1956.704923,1888.69862,1814.870449,2223.089349,2241.093047,1988.311656,1274.972009,1195.225836,1184.947654,1373.413082,1375.547529,1457.703132,1509.040549,1503.143967,1530.703844,1633.280882,1646.192662,1673.358125,1738.383838,1816.406493,1889.437839,2062.69597,2216.945182,2478.291944,2643.168439,3416.123901,3618.892617,3914.701231,4152.493981,4386.461819,4477.618321,4255.894302,4064.25301,4003.404746,4073.116403,4146.407311,4159.653754,3998.673138,4152.757954,4311.000046
Kazakhstan,..,..,..,..,..,..,..,..,..,..,1647.41964,1514.923094,1515.737659,1429.078177,1316.183629,1288.188519,1350.305008,1445.503237,1468.668672,1130.117532,1229.000961,1490.926755,1658.031142,2068.123523,2874.288483,3771.278957,5291.574004,6771.41662,8458.019475,7165.224778,9070.488253,11633.99858,12386.69927,13890.63397,12807.26305,10510.77032,7714.841844,9247.580679,9812.625431,9812.595526,9121.636409,10373.78979,11492.03194
Kenya,448.8330243,408.3466712,369.3870535,330.9007565,330.1540534,315.390882,359.0680033,381.7059903,386.3559486,369.9833572,370.1001417,340.8064509,332.9499104,226.5211543,273.5217948,336.5653496,436.1957036,462.4045369,483.7086323,430.3672599,411.8213521,408.3606087,401.0923701,441.3914117,462.6182158,522.7768402,699.3997383,840.1916319,915.9989157,1049.121794,1093.639624,1099.315465,1289.780791,1376.829205,1489.919721,1496.653573,1562.076619,1675.988422,1845.783414,1970.08007,1936.250755,2069.661129,2099.301938
Kiribati,692.7716457,705.7352656,644.2604256,590.0925831,644.6942992,481.5803289,460.2240988,510.5336185,621.2953531,603.0132662,571.4990747,620.2268292,612.7812546,593.2370865,683.1772931,691.4084269,803.0387135,801.0922106,761.4205679,790.8726756,757.13329,696.9977315,781.3626516,956.8305818,1063.878584,1142.33585,1101.4576,1300.759342,1356.647491,1249.302232,1438.081413,1644.407553,1698.919124,1628.642594,1546.881768,1459.143983,1506.231003,1566.447136,1607.229825,1410.014643,1403.993853,1766.144289,1701.970665
"Korea, Dem. People's Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
